,Store Number,Store Name,Address,City,Longitude,Latitude
241,11440-104416,Hamilton & Central - Campbell,330 East Hamilton Ave Campbell CA,Campbell,-121.94,37.29
242,74803-73704,Safeway - Campbell #1293,"2341 Winchester Blvd, Hamilton Plaza Campbell CA",Campbell,-121.95,37.28
243,534-479,Hamilton Plaza,1696 S Bascom Avenue Campbell CA,Campbell,-121.93,37.29
244,8913-95545,Campbell & Fulton,"1820 W Campbell Ave, Ste. B Campbell CA",Campbell,-121.98,37.29
245,15002-153027,Safeway-Campbell #3241,950 W Hamilton Ave Campbell CA,Campbell,-121.97,37.29
246,79745-108473,Vons - Canoga Park #1673,8201 TOPANGA CANYON BLVD CANOGA PARK CA,CANOGA PARK,-118.61,34.22
247,6473-25947,Canoga & Sherman Way,"7258 Canoga Ave., Topanga Plaza Canoga Park CA",Canoga Park,-118.6,34.2
248,28523-249858,Teavana - Topanga Plaza,"6600 Topanga Cayon Blvd., #99D Canoga Park CA",Canoga Park,-118.61,34.19
249,76708-101561,Target Woodland Hills/TopangaT-2143,6700 Topanga Canyon Blvd Canoga Park CA,Canoga Park,-118.6,34.19
250,639-356,Westfield Topanga - Level 1,"6600 Topanga Canyon Blvd., 49F Canoga Park CA",Canoga Park,-118.6,34.19
251,5498-1420,Soledad Canyon & Whites Canyon,"19439 Soledad Canyon Road, Capitola Mall Canyon Country CA",Canyon Country,-118.47,34.42
252,9412-96218,Capitola Mall,1855 41st Avenue- Space F01 Capitola CA,Capitola,-121.97,36.98
253,667-369,41st & Clares Capitola,"1955 41st Avenue, Space A-1 Capitola CA",Capitola,-121.97,36.98
254,17377-171704,Target Capitola T-2795.,1825 41st Ave Capitola CA,Capitola,-121.97,36.97
255,5737-5556,San Elijo & Birmingham-Cardiff,"2081 San Elijo Avenue, #A Cardiff CA",Cardiff,-117.28,33.02
256,5767-5566,El Camino Real & La Costa,"7680 El Camino Real, #101 Carlsbad CA",Carlsbad,-117.27,33.09
257,24844-237472,Vons - Carlsbad,3439 Via Montebello Carlsbad CA,Carlsbad,-117.24,33.08
258,10851-102216,"Palomar Airport  & Loker, Carlsbad","2708 Loker Avenue West, 100 Carlsbad CA",Carlsbad,-117.26,33.13
259,74554-60800,Vons - Carlsbad #2142,2560 El Camino Real Carlsbad CA,Carlsbad,-117.32,33.18
260,5454-821,Carlsbad Company Stores,"5620 Paseo Del Norte, Suite #124 Carlsbad CA",Carlsbad,-117.32,33.13
261,22595-222546,La Costa & Rancho Santa Fe,"7615 Via Champanile #120, G Carlsbad CA",Carlsbad,-117.23,33.08
262,18488-179567,Ralphs Carlsbad #175,7140 Ave Encinas Carlsbad CA,Carlsbad,-117.31,33.1
263,74508-25654,Vons-Carlsbad #2065,6951 El Camino Real Carlsbad CA,Carlsbad,-117.27,33.1
264,5363-1061,Village Faire - Carlsbad,2924 Carlsbad Blvd. Carlsbad CA,Carlsbad,-117.35,33.16
265,21739-212544,Palomar Airport Rd & Armada,"965 Palomar Airport Road, 106 Carlsbad CA",Carlsbad,-117.31,33.12
266,10180-98283,Avenida Encinas & Poinsettia,"7130 Avenida Encinas, #102 Carlsbad CA",Carlsbad,-117.31,33.1
267,79520-102918,Safeway - Carmel #2669,Crmel Center & Rio Road Carmel CA,Carmel,-121.91,36.54
268,16626-160726,Hwy 1 & Rio Rd,3650 Rio Road Carmel CA,Carmel,-121.91,36.54
269,9742-72760,Madison & Manzanita - Carmichael,5149 Manzanita Ave Carmichael CA,Carmichael,-121.33,38.66
270,5550-1212,Manzanita & Fair Oaks - Carmichael,"4005 Manzanita Avenue, Suite 11 Carmichael CA",Carmichael,-121.33,38.64
271,10187-99631,Landis & Fair Oaks,6908 Fair Oaks Blvd. Carmichael CA,Carmichael,-121.33,38.63
272,5621-1837,Carpinteria & Casitas Pass Rd.,5436 Carpinteria Rd. Carpinteria CA,Carpinteria,-119.51,34.39
273,73524-23311,Albertsons-Carson #6159,200 E Sepulveda Carson CA,Carson,-118.27,33.81
274,9788-97840,"Del Amo & Avalon, Carson",20240 Avalon Blvd. Carson CA,Carson,-118.26,33.85
275,76636-111374,Target Carson T-2328,651 W Sepulveda Blvd Carson CA,Carson,-118.29,33.81
276,5928-20999,"Avalon & Dominguez, Carson","20810 Avalon Boulevard, #A, Carson Depot Shopping Center Carson CA",Carson,-118.26,33.84
277,6460-39339,"Sepulveda & Main, Carson","208 Sepulveda Blvd., Carson Town Center Carson CA",Carson,-118.27,33.81
278,6705-75941,"Torrance & I-110, Carson",20806 Figeroa Street Carson CA,Carson,-118.29,33.84
279,76468-95631,Target Carson T-2026,20700 S Avalon Blvd Carson CA,Carson,-118.26,33.84
280,9411-96116,"Avalon & 91 Fwy, Carson","335 East Albertoni Street, 100 Carson CA",Carson,-118.27,33.87
281,20139-197084,Hasley Canyon & Commerce Center,"28050 Hasley Canyon Road, The Vine at Castaic Castaic CA",Castaic,-118.62,34.45
282,10852-101663,Castaic Rd & Lake Hughes,31777 Castaic Road Castaic CA,Castaic,-118.62,34.5
283,6855-85348,Castro Valley & Lake Chabot,2720 Castro Valley Blvd Castro Valley CA,Castro Valley,-122.09,37.69
284,74281-125604,Safeway - Castro Valley #768,20629 Redwood Rd. Castro Valley CA,Castro Valley,-122.07,37.7
285,5273-846,20663 Rustic Drive,20663 Rustic Drive Castro Valley CA,Castro Valley,-122.08,37.7
286,6601-66940,Grove & Center,22095 Center Street Castro Valley CA,Castro Valley,-122.06,37.69
287,11829-105648,Vista Chino & Landau,"67870 Vista Chino, #101 Cathedral City CA",Cathedral City,-116.48,33.85
288,5595-1913,Date Palm Centre - Cathedral City,"69040 Ramon Road, Ste. A, Canyon Plaza North Shopping Center Cathedral City CA",Cathedral City,-116.46,33.82
289,5925-40679,Hwy 111 & Canyon Plaza,"67760 E. Palm Canyon Dr., #4, Century Plaza Twin Towers Cathedral City CA",Cathedral City,-116.48,33.79
290,9228-9080,Century Park East & Olympic,"2049 Century Park East, Watt Plaza Towers Century City CA",Century City,-118.41,34.06
291,9232-9081,Century Park East & Constellation,1875 Century Park East Century City CA,Century City,-118.41,34.06
292,9233-9082,Avenue of Stars & Constellation,1999 Avenue of the Stars Century City CA,Century City,-118.42,34.06
293,9473-96826,Hatch & Mitchell - Ceres,"1507 Mitchell Road, 102 Ceres CA",Ceres,-120.94,37.61
294,6969-87653,Herndon & Hatch - Modesto,1427 Herndon Avenue Ceres CA,Ceres,-120.97,37.61
295,24585-235445,Target Cerritos T-289,20200 Bloomfield Ave Cerritos CA,Cerritos,-118.06,33.85
296,28312-249954,Teavana - Los Cerritos Center,"422 Los Cerritos Center, #E02 Cerritos CA",Cerritos,-118.09,33.86
297,29347-214906,Los Cerritos Center,429 Los Cerritos Center Cerritos CA,Cerritos,-118.09,33.86
298,5955-37559,"Gridley & South, Cerritos",11401 East South Street Cerritos CA,Cerritos,-118.09,33.86
299,8708-94683,"Del Amo & Pioneer, Cerritos",20226 Pioneer Blvd Cerritos CA,Cerritos,-118.08,33.85
300,8163-154016,Target Cerritos West T-1305,11525 South St Cerritos CA,Cerritos,-118.09,33.86
301,578-300,Town Center Dr & Bloomfield,"12751 Towne Center Drive, Suite N-3 Cerritos CA",Cerritos,-118.06,33.87
302,74621-93750,Vons-Chatsworth #1671,"20440 Devonshire St, Topanga-Lassen Plaza Chatsworth CA",Chatsworth,-118.58,34.26
303,5318-332,Topanga Canyon & Lassen,9935 Topanga Canyon Boulevard Chatsworth CA,Chatsworth,-118.61,34.25
304,5341-1057,Devonshire & Mason,"20516 Devonshire Street, Suite B, De Soto Square Shopping Center Chatsworth CA",Chatsworth,-118.58,34.26
305,16710-161344,DeSoto & Knapp,9157 De Soto Avenue Chatsworth CA,Chatsworth,-118.59,34.24
306,74289-76581,Safeway-Chico #1651,690 Mangrove Ave Chico CA,Chico,-121.84,39.74
307,5252-734,Chico - 246 Broadway Street,246 Broadway Chico CA,Chico,-121.84,39.73
308,10804-100724,Esplanade & 9th - Chico,1910 Esplanade Chico CA,Chico,-121.85,39.75
309,19843-202664,Skyway & Notre Dame,"2485 Notre Dame Boulevard, 750 Chico CA",Chico,-121.79,39.72
310,23686-232505,Target Chico T-317,1951 E 20th St Chico CA,Chico,-121.8,39.73
311,6717-231727,East & Cohasset,851 East Ave Chico CA,Chico,-121.84,39.76
312,74779-99552,Safeway - Chico #1125,"1366 East Ave, Pheasant Run Plaza Chico CA",Chico,-121.82,39.76
313,5930-44940,20th & Forest - Chico,"2009 Forest, Suite 40, Spectrum Towne Center Chico CA",Chico,-121.8,39.73
314,6712-64460,Grand & Pipeline,4013-A Grand Avenue Chino CA,Chino,-117.72,34.0
315,21142-204586,Euclid & Schaefer,"7055 Schaefer Avenue, A Chino CA",Chino,-117.65,34.0
316,10101-99066,Mountain & Riverside,12867 Mountain Avenue Chino CA,Chino,-117.67,34.02
317,5982-46599,Central & Philadelphia,12150 Central Ave Chino CA,Chino,-117.69,34.03
318,24598-235460,Target Chino T-258,5555 Philadelphia St Chino CA,Chino,-117.68,34.03
319,76346-92520,Target Chino Hills T-912,"3944 Grand Ave, Central Plaza Shopping Center Chino CA",Chino,-117.72,34.0
320,6599-39359,Central & Walnut,"12488 Central Avenue, Chino Hills Marketplace Chino CA",Chino,-117.69,34.03
321,10884-102721,Chino Hills Pkwy & Pipeline,"4200 Chino Hills Parkway, 145 Chino Hills CA",Chino Hills,-117.71,33.98
322,73361-24087,Albertsons-Chino Hills #6515,3255 Grand Ave Chino Hills CA,Chino Hills,-117.73,34.0
323,10628-101097,Chino & 71,3210 Chino Ave. Chino Hills CA,Chino Hills,-117.74,34.01
324,73224-21763,Albertsons-Chino Hills #6592,15970 Los Serranos Ctry Club Dr Chino Hills CA,Chino Hills,-117.7,33.96
325,13217-105305,Central & Fairfield Ranch Rd.,"15463 Fairfield Ranch Road, A Chino Hills CA",Chino Hills,-117.69,33.97
326,7977-93612,Robertson & Hwy 99 - Chowchilla,"120 E Robertson Blvd, A, Canyon Plaza Shopping Center Chowchilla CA",Chowchilla,-120.26,37.13
327,6995-91960,Telegraph Canyon & I-805,519 Telegraph Canyon Road Chula Vista CA,Chula Vista,-117.04,32.63
328,5885-32284,"Broadway & H St., Chula Vista","595 H Street, A Chula Vista CA",Chula Vista,-117.09,32.63
329,10806-100545,Proctor Valley & Mt. Miguel,"2326 Proctor Valley Rd, 109 Chula Vista CA",Chula Vista,-116.97,32.66
330,74591-83730,Vons-Chula Vista #2071,2250 Otay Lake Rd Chula Vista CA,Chula Vista,-116.97,32.65
331,5253-442,Bonita Point Plaza,"1467 East ""H"" Street, Eastlake Village Marketplace Chula Vista CA",Chula Vista,-117.0,32.64
332,6816-80070,Eastlake Parkway & Otay Lakes,"2295 Otay Lakes Rd., #116 Chula Vista CA",Chula Vista,-116.97,32.65
333,16655-169704,Palomar & Industrial,670 Palomar Street Chula Vista CA,Chula Vista,-117.08,32.6
334,2927-93081,"4th & C, Chula Vista","20 3rd Avenue, #204 Chula Vista CA",Chula Vista,-117.09,32.65
335,19657-201526,Bonita Road & Plaza Bonita,"3047 Bonita Road, 108 Chula Vista CA",Chula Vista,-117.06,32.65
336,6740-76601,"Broadway & Oxford, Chula Vista","1208 Broadway, #101, Chula Vista Center Chula Vista CA",Chula Vista,-117.08,32.61
337,6632-68180,"Chula Vista Center, Chula Vista","555 Broadway, # 147, Medical Center & E. Palomar Chula Vista CA",Chula Vista,-117.09,32.63
338,6589-63819,"Medical Center & E. Palomar, Chula","605 E. Palomar Street, #B Chula Vista CA",Chula Vista,-117.03,32.61
339,76900-129846,Target Birdcage Citrus Heights T-11,5837 Sunrise Blvd Citrus Heights CA,Citrus Heights,-121.27,38.67
340,17833-179166,8027 Greenback Lane Citrus Heights,8027 Greenback Lane Citrus Heights CA,Citrus Heights,-121.27,38.68
341,5407-1175,Birdcage Walk - Citrus Heights,6121 Sunrise Boulevard Citrus Heights CA,Citrus Heights,-121.27,38.67
342,11866-94012,Auburn & Sylvan,7082 Auburn Blvd 150 Citrus Heights CA,Citrus Heights,-121.29,38.69
343,6859-83043,Atlantic & Washington,"5201 E. Washington Blvd, A City of Commerce CA",City of Commerce,-118.17,34.0
344,6897-81160,"Citadel Outlets, City of Commerce","100 Citadel Drive, Suite 200 City of Commerce CA",City of Commerce,-118.15,34.01
345,23645-231368,Crossroads & 60 Fwy,"13350 Crossroads Parkway North, Suite A City of Industry CA",City of Industry,-118.01,34.03
346,10540-193704,Fullerton & Gale,18200 Gale Avenue City of Industry CA,City of Industry,-117.91,33.99
347,6981-85422,"Indian Hill & I-10, Claremont",810 S. Indian Hill Blvd. Claremont CA,Claremont,-117.72,34.08
348,5229-444,Claremont - Wells Fargo,203 Yale Avenue Claremont CA,Claremont,-117.72,34.1
349,74658-94672,Vons-Claremont #2155,"550 E Baseline Rd, College Center Claremont CA",Claremont,-117.71,34.12
350,6564-65002,"Foothill & Claremont, CLaremont","665 E Foothill Blvd, Unit #B Claremont CA",Claremont,-117.7,34.11
351,74445-73693,Safeway-Clayton #1195,5431 Clayton Rd Clayton CA,Clayton,-121.95,37.95
352,8675-93618,Cloverdale & Hwy 101,1198 A S. Cloverdale Blvd. Cloverdale CA,Cloverdale,-123.01,38.78
353,76469-97140,Target Clovis T-2018,695 W Herndon Ave Clovis CA,Clovis,-119.73,36.84
354,5460-1523,175 West Shaw - Clovis,"175 W Shaw, Sunrise Pavilions Clovis CA",Clovis,-119.71,36.81
355,9689-97666,"Temperance & Hwy 168, Clovis","765 N Temperance Avenue, 101, Sierra Vista Mall Clovis CA",Clovis,-119.66,36.84
356,6602-65520,Sierra Vista Mall - Clovis,"1020 Shaw Ave, # A, Tuscan Plaza Clovis CA",Clovis,-119.7,36.81
357,2848-91680,"Herndon & Clovis, Clovis","779 Herndon, 103 Clovis CA",Clovis,-119.7,36.84
358,74735-98875,Vons-Clovis #1756,1650 Herndon Ave Clovis CA,Clovis,-119.69,36.84
359,6888-84580,"Willow & Nees, Clovis","1057 N. Willow Avenue, 101, Windmill Marketplace Clovis CA",Clovis,-119.73,36.85
360,5876-29015,Herndon & Fowler - Clovis,"1845 Herndon Avenue, F, Willow Promenade Clovis CA",Clovis,-119.68,36.84
361,9823-97995,"Herndon & Willow, Clovis","755 West Herndon Avenue, STE 300 Clovis CA",Clovis,-119.73,36.84
362,6886-85888,"Ashlan & Fowler, Clovis","3170 N. Fowler Avenue, 101 Clovis CA",Clovis,-119.68,36.79
363,10221-99464,"Avenue 48 & Jackson, Coachella","83073 Avenue 48, C-1 Coachella CA",Coachella,-116.22,33.7
364,8107-95864,"Polk & Elm, Coalinga",113 W. Polk Street Coalinga CA,Coalinga,-120.36,36.14
365,6936-88821,Auburn & Oak - Colfax,424 South Auburn Road Colfax CA,Colfax,-120.95,39.1
366,14424-72951,Junipero Serra & Serramonte Colma,"990 Serramonte Blvd., A Colma CA",Colma,-122.46,37.67
367,4147-153384,Target Colma T-320,5001 Junipero Serra Blvd Colma CA,Colma,-122.46,37.67
368,23108-221044,I-10 and 9th Street,202 E. Valley Blvd. Colton CA,Colton,-117.32,34.07
369,9864-97737,Mt. Vernon & Washington,1181 S. Mount Vernon Ave. Colton CA,Colton,-117.31,34.05
370,10256-97305,Washington & I-215,1241 East Washington Street Colton CA,Colton,-117.31,34.05
371,17846-183124,Whittier & Goodrich,906 South Goodrich Commerce CA,Commerce,-118.15,34.02
372,9582-97226,"Central & The 91 Fwy, Compton","1929 W. Artesia Blvd., A Compton CA",Compton,-118.25,33.87
373,76829-107981,Target Compton T-2275,1621 S Alameda St Compton CA,Compton,-118.22,33.88
374,10307-99844,"Rosecrans & Central, Compton","2161 W. Rosecrans Ave, 100 Compton CA",Compton,-118.26,33.9
375,21740-195884,Alameda & 91,"1759 South Alameda, Suite 101, Sunvalley Mall Compton CA",Compton,-118.22,33.88
376,6505-55539,Sunvalley Mall - Concord,"1 Sunvalley Mall, D 115 Concord CA",Concord,-122.06,37.97
377,79589-105474,Safeway - Concord #1192,4309 Clayton Rd Concord CA,Concord,-121.99,37.97
378,5263-729,2118 Willow Pass Road,"2118 Willow Pass Road, #100A Concord CA",Concord,-122.03,37.98
379,74676-73684,Safeway-Concord #955,2600 Willow Pass Rd Concord CA,Concord,-122.03,37.98
380,6907-231169,Treat & Clayton Road,"4290 Clayton Rd, Clayton Station Concord CA",Concord,-121.99,37.96
381,5474-1321,Clayton Station,"1536A Kirker Pass Road, Dana Plaza Concord CA",Concord,-121.96,37.95
382,2906-85443,Concord & Landana,4125 Concord Boulevard Concord CA,Concord,-121.99,37.98
383,6728-72435,Oak Grove & Treat,"790 Oak Grove Road, C-1, Diamond Center Concord CA",Concord,-122.02,37.94
384,6472-61702,Willow Pass & Market,"1701 Willow Pass Road, Suite C, Holbrook Plaza Concord CA",Concord,-122.04,37.97
385,6971-86217,Port Chicago & Olivera,"3373 Port Chicago Highway, Suite 3 Concord CA",Concord,-122.03,37.99
386,8110-95766,Concord & John Glenn,"1170 Concord Ave., Sun Valley Shopping Concord CA",Concord,-122.06,37.98
387,28242-250110,Teavana - Sun Valley Shopping,"1 Sun Valley Mall, #A-218 Concord CA",Concord,-122.06,37.97
388,3486-93616,I-5 & Corning - Corning,"908 SR-99W, A Corning CA",Corning,-122.2,39.93
389,73581-80149,Albertsons-Corona #6727,260 W Foothill Pkwy Corona CA,Corona,-117.57,33.84
390,74567-79466,Vons-Corona #2381,535 N McKinley St Corona CA,Corona,-117.52,33.89
391,73223-21731,Albertsons-Corona #6796,1260 E Ontario Ave Corona CA,Corona,-117.54,33.85
392,8902-93274,Limonite and Hamner,"12700 Limonite Avenue, C-1 Corona CA",Corona,-117.56,33.98
393,13306-105328,McKinley & Griffin,"344 N. McKinley St., 101, The Shops @ Sycamore Creek Corona CA",Corona,-117.52,33.89
394,16388-162744,Indian Truck & I-15,"11762 De Palma Road, 1A Corona CA",Corona,-117.45,33.75
395,19791-199544,Green River Road & SR-91,4718 Green River Road Corona CA,Corona,-117.66,33.88
396,29837-255025,Target Corona T-1548,2615 Tuscany St Corona CA,Corona,-117.52,33.82
397,5715-5488,Magnolia & Ontario,"469 Magnolia Ave, #110 Corona CA",Corona,-117.56,33.85
398,15955-106079,Albertsons - Corona #6641,"7070 Archibald St, Corona Crossing Corona CA",Corona,-117.59,33.96
399,6978-82123,Ontario & I-15,1575 E. Ontario Ave. Corona CA,Corona,-117.53,33.84
400,9621-97363,Cajalco & Highway 15,"2690 Tuscany Street, 101 Corona CA",Corona,-117.52,33.82
401,510-453,Corona Del Mar,2801 East Coast Hwy Corona Del Mar CA,Corona Del Mar,-117.87,33.6
402,602-311,Coronado,"960 Orange Avenue, Town Center Corte Madera Coronado CA",Coronado,-117.18,32.69
403,16188-131404,Town Center Corte Madera,209 Corte Madera Town Center Corte Madera CA,Corte Madera,-122.52,37.93
404,28727-250108,Teavana - Village at Corte Madera,"1618 Redwood Hwy, Ste D027 Corte Madera CA",Corte Madera,-122.51,37.93
405,74161-24428,Safeway-Corte Madera #2318,137 Corte Madera Town Center Corte Madera CA,Corte Madera,-122.52,37.93
406,517-461,The Village Corte Madera,1732A Redwood Hwy Corte Madera CA,Corte Madera,-122.51,37.93
407,16012-155904,Macy's South Coast Plaza #523,"3333 Bristol St, Costa Mesa Square Costa Mesa CA",Costa Mesa,-117.89,33.69
408,5984-45779,Harbor & Baker,"3030 Harbor Blvd., #J-2 Costa Mesa CA",Costa Mesa,-117.92,33.68
409,15007-192684,450 E. 17th Street,450 East 17th Street Costa Mesa CA,Costa Mesa,-117.91,33.63
410,26039-243267,Bear & South Coast Plaza,3333 Bear Street Costa Mesa CA,Costa Mesa,-117.89,33.69
411,14005-108040,Fairview & Baker,1170 W. Baker Street Costa Mesa CA,Costa Mesa,-117.91,33.68
412,75367-102972,Orange Coast College,"2701 Fairview Road, South Coast Plaza Costa Mesa CA",Costa Mesa,-117.91,33.67
413,6751-27533,South Coast Plaza 2nd Floor,"3333 Bristol Street, #2066 Costa Mesa CA",Costa Mesa,-117.89,33.69
414,15820-142347,Target Costa Mesa T-1293,3030 Harbor Blvd Ste A Costa Mesa CA,Costa Mesa,-117.92,33.68
415,19157-198886,Ralph's - Costa Mesa #33,380 E 17th St. Costa Mesa CA,Costa Mesa,-117.91,33.63
416,22637-222604,Bristol & Red Hill,250 Bristol Street Costa Mesa CA,Costa Mesa,-117.88,33.67
417,5302-446,Metro Pointe,"901 South Coast Drive, South Coast Plaza Costa Mesa CA",Costa Mesa,-117.89,33.69
418,28361-249859,Teavana - South Coast Plaza,"3333 Bristol St., #2009, Harbor Center Costa Mesa CA",Costa Mesa,-117.89,33.69
419,5783-17134,Harbor & Wilson,"2300 Harbor Blvd., N-1 Costa Mesa CA",Costa Mesa,-117.92,33.66
420,11093-104235,Newport & Del Mar,"2590 Newport Blvd, Suite ""A"" Costa Mesa CA",Costa Mesa,-117.9,33.66
421,14003-108021,17th & Westminster,"250 E. 17th Street, Suite A Costa Mesa CA",Costa Mesa,-117.92,33.63
422,5539-722,Harbor & Adams,"2701 Harbor Blvd, Ste D1 Costa Mesa CA",Costa Mesa,-117.92,33.67
423,5343-983,17th & Newport Blvd.,"1696 Newport Blvd., Suite 'A', South Coast Metro Center Costa Mesa CA",Costa Mesa,-117.92,33.64
424,6466-56439,Anton & Sakioka,"545 Anton Blvd, Suite 101 Costa Mesa CA",Costa Mesa,-117.88,33.69
425,10339-97406,E Cotati & Lasalle,"640 E. Cotati Avenue, E Cotati CA",Cotati,-122.7,38.33
426,23741-228807,Azusa and Badillo,127 North Azusa Avenue Covina CA,Covina,-117.91,34.09
427,5583-231345,Citrus & Rowland,611 South Citrus Ave Covina CA,Covina,-117.89,34.08
428,9685-97224,"Citrus & College, Covina",145 N. Citrus Avenue Covina CA,Covina,-117.89,34.09
429,8747-94755,"N. Grand Ave & Badillo St, Covina.",966 E. Badillo Street Covina CA,Covina,-117.87,34.09
430,25057-238336,Citrus & Arrow,108 East Arrow Highway Covina CA,Covina,-117.89,34.11
431,13637-95960,Cooper & Hwy 101,450 Hwy 101 N Crescent City CA,Crescent City,-124.2,41.76
432,5095-146865,Target Culver City South T-2632,"6000 Sepulveda Blvd, Ste 2250 Culver City CA",Culver City,-118.4,33.99
433,29701-179005,Slauson & Sepulveda,6150 Slauson Avenue Culver City CA,Culver City,-118.39,33.99
434,76328-97203,Target Culver City T-198,10820 Jefferson Blvd Culver City CA,Culver City,-118.39,34.0
435,74574-79834,Vons-Culver City #2212,11030 Jefferson Blvd Culver City CA,Culver City,-118.39,34.0
436,17404-175104,Sepulveda & Washington,4114 Sepulveda Blvd Culver City CA,Culver City,-118.41,34.01
437,5771-15093,Washington & Culver,9718 Washington Blvd. Culver City CA,Culver City,-118.4,34.02
438,10885-101906,Homestead & Foothill,22390 Homestead Road Cupertino CA,Cupertino,-122.07,37.34
439,47691-253007,Target Express Cupertino,Mainstreet & Stevens Creek Blvd Cupertino CA,Cupertino,-122.01,37.32
440,5662-7087,Homestead & Wolfe - Cupertino,11111 N Wolfe Rd Cupertino CA,Cupertino,-122.01,37.34
441,5217-387,Stevens Creek & DeAnza,20520A Stevens Creek Blvd Cupertino CA,Cupertino,-122.03,37.32
