POPESTIMATE2019,COUNTYNAME,STATEFP,COUNTYFP
10004,"Nome Census Area, Alaska",02,180
4916,"Dillingham Census Area, Alaska",02,070
2530,"Haines Borough, Alaska",02,100
31974,"Juneau City and Borough, Alaska",02,110
1592,"Lake and Peninsula Borough, Alaska",02,164
288000,"Anchorage Municipality, Alaska",02,020
2097,"Denali Borough, Alaska",02,068
58708,"Kenai Peninsula Borough, Alaska",02,122
2148,"Hoonah-Angoon Census Area, Alaska",02,105
1183,"Skagway Municipality, Alaska",02,230
6203,"Prince of Wales-Hyder Census Area, Alaska",02,198
2502,"Wrangell City and Borough, Alaska",02,275
579,"Yakutat City and Borough, Alaska",02,282
6893,"Southeast Fairbanks Census Area, Alaska",02,240
5230,"Yukon-Koyukuk Census Area, Alaska",02,290
9202,"Valdez-Cordova Census Area, Alaska",02,261
3337,"Aleutians East Borough, Alaska",02,013
3266,"Petersburg Borough, Alaska",02,195
8314,"Kusilvak Census Area, Alaska",02,158
24909,"Churchill County, Nevada",32,001
48905,"Douglas County, Nevada",32,005
5532,"Lander County, Nevada",32,015
6725,"Pershing County, Nevada",32,027
873,"Esmeralda County, Nevada",32,009
2029,"Eureka County, Nevada",32,011
16831,"Humboldt County, Nevada",32,013
4505,"Mineral County, Nevada",32,021
9580,"White Pine County, Nevada",32,033
52778,"Elko County, Nevada",32,007
5183,"Lincoln County, Nevada",32,017
46523,"Nye County, Nevada",32,023
4123,"Storey County, Nevada",32,029
471519,"Washoe County, Nevada",32,031
2266715,"Clark County, Nevada",32,003
55916,"Carson City, Nevada",32,510
57510,"Lyon County, Nevada",32,019
17708,"Hancock County, Illinois",17,067
262966,"Madison County, Illinois",17,119
51054,"Grundy County, Illinois",17,063
5150233,"Cook County, Illinois",17,031
104009,"Macon County, Illinois",17,115
6646,"Henderson County, Illinois",17,071
29682,"McDonough County, Illinois",17,109
307774,"McHenry County, Illinois",17,111
171517,"McLean County, Illinois",17,113
141879,"Rock Island County, Illinois",17,161
109862,"Kankakee County, Illinois",17,091
15437,"Mercer County, Illinois",17,131
12196,"Menard County, Illinois",17,129
922921,"DuPage County, Illinois",17,043
31782,"Randolph County, Illinois",17,157
4177,"Pope County, Illinois",17,151
108669,"LaSalle County, Illinois",17,099
50643,"Ogle County, Illinois",17,141
33658,"Morgan County, Illinois",17,137
14501,"Moultrie County, Illinois",17,139
20916,"Perry County, Illinois",17,145
15561,"Pike County, Illinois",17,149
38469,"Franklin County, Illinois",17,055
259686,"St. Clair County, Illinois",17,163
209689,"Champaign County, Illinois",17,019
10766,"Cumberland County, Illinois",17,035
12961,"Ford County, Illinois",17,053
21235,"Jo Daviess County, Illinois",17,085
532403,"Kane County, Illinois",17,089
128990,"Kendall County, Illinois",17,093
15678,"Lawrence County, Illinois",17,101
37205,"Marion County, Illinois",17,121
11438,"Marshall County, Illinois",17,123
13359,"Mason County, Illinois",17,125
27114,"Iroquois County, Illinois",17,075
32304,"Christian County, Illinois",17,021
13184,"Clay County, Illinois",17,025
4828,"Gallatin County, Illinois",17,059
56750,"Jackson County, Illinois",17,077
34637,"Monroe County, Illinois",17,133
179179,"Peoria County, Illinois",17,143
16344,"Piatt County, Illinois",17,147
5335,"Pulaski County, Illinois",17,153
6768,"Schuyler County, Illinois",17,169
194672,"Sangamon County, Illinois",17,167
44498,"Stephenson County, Illinois",17,177
21634,"Shelby County, Illinois",17,173
16215,"Wayne County, Illinois",17,191
13537,"White County, Illinois",17,193
11520,"Wabash County, Illinois",17,185
16653,"Union County, Illinois",17,181
38459,"Woodford County, Illinois",17,203
282572,"Winnebago County, Illinois",17,201
5761,"Alexander County, Illinois",17,003
4739,"Calhoun County, Illinois",17,013
6578,"Brown County, Illinois",17,009
5342,"Stark County, Illinois",17,175
17161,"Edgar County, Illinois",17,045
16426,"Bond County, Illinois",17,005
53544,"Boone County, Illinois",17,007
32628,"Bureau County, Illinois",17,011
14305,"Carroll County, Illinois",17,015
50621,"Coles County, Illinois",17,029
18667,"Crawford County, Illinois",17,033
21773,"Jersey County, Illinois",17,083
5739,"Putnam County, Illinois",17,155
15638,"De Witt County, Illinois",17,039
21336,"Fayette County, Illinois",17,051
34096,"Lee County, Illinois",17,103
28618,"Logan County, Illinois",17,107
44926,"Macoupin County, Illinois",17,117
15513,"Richland County, Illinois",17,159
23491,"Saline County, Illinois",17,165
13887,"Washington County, Illinois",17,189
28414,"Montgomery County, Illinois",17,135
55175,"Whiteside County, Illinois",17,195
65435,"Adams County, Illinois",17,001
37562,"Clinton County, Illinois",17,027
104897,"DeKalb County, Illinois",17,037
6395,"Edwards County, Illinois",17,047
9610,"Jasper County, Illinois",17,079
37684,"Jefferson County, Illinois",17,081
75758,"Vermilion County, Illinois",17,183
690743,"Will County, Illinois",17,197
66597,"Williamson County, Illinois",17,199
15441,"Clark County, Illinois",17,023
19465,"Douglas County, Illinois",17,041
34008,"Effingham County, Illinois",17,049
34340,"Fulton County, Illinois",17,057
12969,"Greene County, Illinois",17,061
8116,"Hamilton County, Illinois",17,065
3821,"Hardin County, Illinois",17,069
48913,"Henry County, Illinois",17,073
12417,"Johnson County, Illinois",17,087
49699,"Knox County, Illinois",17,095
696535,"Lake County, Illinois",17,097
35648,"Livingston County, Illinois",17,105
13772,"Massac County, Illinois",17,127
4951,"Scott County, Illinois",17,171
131803,"Tazewell County, Illinois",17,179
12147,"Cass County, Illinois",17,017
16844,"Warren County, Illinois",17,187
42222,"Windham County, Vermont",50,025
35470,"Bennington County, Vermont",50,003
6163,"Essex County, Vermont",50,009
58409,"Washington County, Vermont",50,023
29993,"Caledonia County, Vermont",50,005
58191,"Rutland County, Vermont",50,021
27037,"Orleans County, Vermont",50,019
7235,"Grand Isle County, Vermont",50,013
28892,"Orange County, Vermont",50,017
163774,"Chittenden County, Vermont",50,007
25362,"Lamoille County, Vermont",50,015
55062,"Windsor County, Vermont",50,027
49402,"Franklin County, Vermont",50,011
36777,"Addison County, Vermont",50,001
11402,"Custer County, Montana",30,017
16484,"Hill County, Montana",30,041
5635,"Chouteau County, Montana",30,015
1682,"Powder River County, Montana",30,075
2337,"Liberty County, Montana",30,051
1077,"Prairie County, Montana",30,079
1690,"Daniels County, Montana",30,019
821,"Golden Valley County, Montana",30,037
19980,"Lincoln County, Montana",30,053
16606,"Park County, Montana",30,067
11004,"Roosevelt County, Montana",30,085
10803,"Richland County, Montana",30,083
696,"Treasure County, Montana",30,103
3737,"Sweet Grass County, Montana",30,097
6147,"Teton County, Montana",30,099
4736,"Toole County, Montana",30,101
13753,"Glacier County, Montana",30,035
2846,"Fallon County, Montana",30,025
2007,"Judith Basin County, Montana",30,045
34915,"Silver Bow County, Montana",30,093
9642,"Stillwater County, Montana",30,095
9140,"Deer Lodge County, Montana",30,023
12221,"Jefferson County, Montana",30,043
3379,"Granite County, Montana",30,039
1664,"McCone County, Montana",30,055
8600,"Madison County, Montana",30,057
8937,"Rosebud County, Montana",30,087
3309,"Sheridan County, Montana",30,091
1252,"Carter County, Montana",30,011
8613,"Dawson County, Montana",30,021
30458,"Lake County, Montana",30,047
69432,"Lewis and Clark County, Montana",30,049
119600,"Missoula County, Montana",30,063
43806,"Ravalli County, Montana",30,081
7396,"Valley County, Montana",30,105
81366,"Cascade County, Montana",30,013
11050,"Fergus County, Montana",30,027
1258,"Garfield County, Montana",30,033
4397,"Mineral County, Montana",30,061
487,"Petroleum County, Montana",30,069
6890,"Powell County, Montana",30,077
12113,"Sanders County, Montana",30,089
969,"Wibaux County, Montana",30,109
6681,"Blaine County, Montana",30,005
13319,"Big Horn County, Montana",30,003
6237,"Broadwater County, Montana",30,007
2126,"Wheatland County, Montana",30,107
161300,"Yellowstone County, Montana",30,111
114434,"Gallatin County, Montana",30,031
1862,"Meagher County, Montana",30,059
10725,"Carbon County, Montana",30,009
9453,"Beaverhead County, Montana",30,001
103806,"Flathead County, Montana",30,029
4633,"Musselshell County, Montana",30,065
3954,"Phillips County, Montana",30,071
5911,"Pondera County, Montana",30,073
25645,"Benton County, Iowa",19,011
14439,"Butler County, Iowa",19,023
7381,"Worth County, Iowa",19,195
3602,"Adams County, Iowa",19,003
7152,"Adair County, Iowa",19,001
5496,"Audubon County, Iowa",19,009
10070,"Franklin County, Iowa",19,069
97311,"Dubuque County, Iowa",19,061
17258,"Dickinson County, Iowa",19,059
6960,"Fremont County, Iowa",19,071
14773,"Hamilton County, Iowa",19,079
6121,"Taylor County, Iowa",19,173
12241,"Union County, Iowa",19,175
7044,"Van Buren County, Iowa",19,177
34969,"Wapello County, Iowa",19,179
4894,"Ringgold County, Iowa",19,159
16854,"Tama County, Iowa",19,171
34855,"Sioux County, Iowa",19,167
11933,"Chickasaw County, Iowa",19,037
9395,"Clarke County, Iowa",19,039
9000,"Davis County, Iowa",19,051
6860,"Ida County, Iowa",19,093
151140,"Johnson County, Iowa",19,103
10246,"Keokuk County, Iowa",19,107
9668,"Calhoun County, Iowa",19,025
20165,"Carroll County, Iowa",19,027
18627,"Cedar County, Iowa",19,031
42450,"Cerro Gordo County, Iowa",19,033
15642,"Floyd County, Iowa",19,067
8888,"Greene County, Iowa",19,073
16846,"Hardin County, Iowa",19,083
10354,"Winnebago County, Iowa",19,189
11454,"Shelby County, Iowa",19,165
12426,"Appanoose County, Iowa",19,007
19954,"Henry County, Iowa",19,087
16184,"Iowa County, Iowa",19,095
37185,"Jasper County, Iowa",19,099
19991,"Winneshiek County, Iowa",19,191
18504,"Poweshiek County, Iowa",19,157
6619,"Pocahontas County, Iowa",19,151
8886,"Palo Alto County, Iowa",19,147
15107,"Page County, Iowa",19,145
7707,"Monroe County, Iowa",19,135
11035,"Louisa County, Iowa",19,115
8600,"Lucas County, Iowa",19,117
11755,"Lyon County, Iowa",19,119
93206,"Pottawattamie County, Iowa",19,155
39369,"Marshall County, Iowa",19,127
17549,"Clayton County, Iowa",19,043
26234,"Boone County, Iowa",19,015
25062,"Bremer County, Iowa",19,017
19620,"Buena Vista County, Iowa",19,021
9158,"Howard County, Iowa",19,089
9208,"Emmet County, Iowa",19,063
10689,"Guthrie County, Iowa",19,077
10630,"Hancock County, Iowa",19,081
9558,"Humboldt County, Iowa",19,091
16338,"Madison County, Iowa",19,121
33253,"Marion County, Iowa",19,125
21965,"Washington County, Iowa",19,183
12562,"Wright County, Iowa",19,197
12836,"Cass County, Iowa",19,029
11235,"Cherokee County, Iowa",19,035
16820,"Crawford County, Iowa",19,047
38967,"Des Moines County, Iowa",19,057
19650,"Fayette County, Iowa",19,065
14049,"Harrison County, Iowa",19,085
14813,"Kossuth County, Iowa",19,109
15109,"Mills County, Iowa",19,129
8615,"Monona County, Iowa",19,133
42664,"Muscatine County, Iowa",19,139
5958,"Osceola County, Iowa",19,143
490161,"Polk County, Iowa",19,153
35904,"Webster County, Iowa",19,187
97117,"Story County, Iowa",19,169
103107,"Woodbury County, Iowa",19,193
131228,"Black Hawk County, Iowa",19,013
12232,"Grundy County, Iowa",19,075
19439,"Jackson County, Iowa",19,097
20681,"Jones County, Iowa",19,105
33657,"Lee County, Iowa",19,111
10586,"Mitchell County, Iowa",19,131
9917,"Montgomery County, Iowa",19,137
51466,"Warren County, Iowa",19,181
9721,"Sac County, Iowa",19,161
22095,"Mahaska County, Iowa",19,123
25177,"Plymouth County, Iowa",19,149
21175,"Buchanan County, Iowa",19,019
16016,"Clay County, Iowa",19,041
46429,"Clinton County, Iowa",19,045
7870,"Decatur County, Iowa",19,053
17011,"Delaware County, Iowa",19,055
18295,"Jefferson County, Iowa",19,101
6441,"Wayne County, Iowa",19,185
13687,"Allamakee County, Iowa",19,005
226706,"Linn County, Iowa",19,113
172943,"Scott County, Iowa",19,163
93453,"Dallas County, Iowa",19,049
13753,"O'Brien County, Iowa",19,141
170872,"Aiken County, South Carolina",45,003
8688,"Allendale County, South Carolina",45,005
38440,"Newberry County, South Carolina",45,071
27260,"Edgefield County, South Carolina",45,037
37677,"Colleton County, South Carolina",45,029
30657,"Marion County, South Carolina",45,067
298750,"Lexington County, South Carolina",45,063
20866,"Barnwell County, South Carolina",45,011
411406,"Charleston County, South Carolina",45,019
32244,"Chester County, South Carolina",45,023
33745,"Clarendon County, South Carolina",45,027
227907,"Berkeley County, South Carolina",45,015
106721,"Sumter County, South Carolina",45,085
79546,"Oconee County, South Carolina",45,073
66618,"Darlington County, South Carolina",45,031
26118,"Marlboro County, South Carolina",45,069
280979,"York County, South Carolina",45,091
202558,"Anderson County, South Carolina",45,007
57300,"Cherokee County, South Carolina",45,021
45650,"Chesterfield County, South Carolina",45,025
354081,"Horry County, South Carolina",45,051
62680,"Georgetown County, South Carolina",45,043
70811,"Greenwood County, South Carolina",45,047
30073,"Jasper County, South Carolina",45,053
66551,"Kershaw County, South Carolina",45,055
16828,"Lee County, South Carolina",45,061
86175,"Orangeburg County, South Carolina",45,075
319785,"Spartanburg County, South Carolina",45,083
24527,"Abbeville County, South Carolina",45,001
14066,"Bamberg County, South Carolina",45,009
192122,"Beaufort County, South Carolina",45,013
14553,"Calhoun County, South Carolina",45,017
30479,"Dillon County, South Carolina",45,033
20473,"Saluda County, South Carolina",45,081
415759,"Richland County, South Carolina",45,079
22347,"Fairfield County, South Carolina",45,039
19222,"Hampton County, South Carolina",45,049
523542,"Greenville County, South Carolina",45,045
98012,"Lancaster County, South Carolina",45,057
162809,"Dorchester County, South Carolina",45,035
138293,"Florence County, South Carolina",45,041
67493,"Laurens County, South Carolina",45,059
9463,"McCormick County, South Carolina",45,065
126884,"Pickens County, South Carolina",45,077
27316,"Union County, South Carolina",45,087
30368,"Williamsburg County, South Carolina",45,089
76085,"Cheshire County, New Hampshire",33,005
151391,"Merrimack County, New Hampshire",33,013
89886,"Grafton County, New Hampshire",33,009
309769,"Rockingham County, New Hampshire",33,015
61303,"Belknap County, New Hampshire",33,001
43146,"Sullivan County, New Hampshire",33,019
417025,"Hillsborough County, New Hampshire",33,011
130633,"Strafford County, New Hampshire",33,017
31563,"Coos County, New Hampshire",33,007
48910,"Carroll County, New Hampshire",33,003
1047279,"Pima County, Arizona",04,019
4485414,"Maricopa County, Arizona",04,013
54018,"Gila County, Arizona",04,007
38837,"Graham County, Arizona",04,009
46498,"Santa Cruz County, Arizona",04,023
125922,"Cochise County, Arizona",04,003
21108,"La Paz County, Arizona",04,012
212181,"Mohave County, Arizona",04,015
71887,"Apache County, Arizona",04,001
143476,"Coconino County, Arizona",04,005
235099,"Yavapai County, Arizona",04,025
213787,"Yuma County, Arizona",04,027
9498,"Greenlee County, Arizona",04,011
110924,"Navajo County, Arizona",04,017
462789,"Pinal County, Arizona",04,021
705749,"District of Columbia, District of Columbia",11,001
618795,"Monmouth County, New Jersey",34,025
367430,"Mercer County, New Jersey",34,021
140488,"Sussex County, New Jersey",34,037
149527,"Cumberland County, New Jersey",34,011
328934,"Somerset County, New Jersey",34,035
798975,"Essex County, New Jersey",34,013
607186,"Ocean County, New Jersey",34,029
263670,"Atlantic County, New Jersey",34,001
291636,"Gloucester County, New Jersey",34,015
825062,"Middlesex County, New Jersey",34,023
62385,"Salem County, New Jersey",34,033
501826,"Passaic County, New Jersey",34,031
92039,"Cape May County, New Jersey",34,009
506471,"Camden County, New Jersey",34,007
932202,"Bergen County, New Jersey",34,003
556341,"Union County, New Jersey",34,039
105267,"Warren County, New Jersey",34,041
672391,"Hudson County, New Jersey",34,017
124371,"Hunterdon County, New Jersey",34,019
445349,"Burlington County, New Jersey",34,005
491845,"Morris County, New Jersey",34,027
52276,"Worcester County, Maryland",24,047
593490,"Baltimore city, Maryland",24,510
25616,"Somerset County, Maryland",24,039
37181,"Talbot County, Maryland",24,041
255441,"Harford County, Maryland",24,025
70416,"Allegany County, Maryland",24,001
325690,"Howard County, Maryland",24,027
909327,"Prince George's County, Maryland",24,033
579234,"Anne Arundel County, Maryland",24,003
827370,"Baltimore County, Maryland",24,005
259547,"Frederick County, Maryland",24,021
92525,"Calvert County, Maryland",24,009
29014,"Garrett County, Maryland",24,023
19422,"Kent County, Maryland",24,029
1050688,"Montgomery County, Maryland",24,031
168447,"Carroll County, Maryland",24,013
50381,"Queen Anne's County, Maryland",24,035
113510,"St. Mary's County, Maryland",24,037
163257,"Charles County, Maryland",24,017
31929,"Dorchester County, Maryland",24,019
151049,"Washington County, Maryland",24,043
103609,"Wicomico County, Maryland",24,045
102855,"Cecil County, Maryland",24,015
33406,"Caroline County, Maryland",24,011
57975,"Oxford County, Maine",23,017
34634,"Lincoln County, Maine",23,015
39715,"Waldo County, Maine",23,027
152148,"Penobscot County, Maine",23,019
16785,"Piscataquis County, Maine",23,021
108277,"Androscoggin County, Maine",23,001
67055,"Aroostook County, Maine",23,003
31379,"Washington County, Maine",23,029
295003,"Cumberland County, Maine",23,005
39772,"Knox County, Maine",23,013
35856,"Sagadahoc County, Maine",23,023
207641,"York County, Maine",23,031
122302,"Kennebec County, Maine",23,011
30199,"Franklin County, Maine",23,007
50484,"Somerset County, Maine",23,025
54987,"Hancock County, Maine",23,009
201513,"Hawaii County, Hawaii",15,001
974563,"Honolulu County, Hawaii",15,003
167417,"Maui County, Hawaii",15,009
72293,"Kauai County, Hawaii",15,007
86,"Kalawao County, Hawaii",15,005
558753,"New Castle County, Delaware",10,003
234225,"Sussex County, Delaware",10,005
180786,"Kent County, Delaware",10,001
82082,"Newport County, Rhode Island",44,005
164292,"Kent County, Rhode Island",44,003
638931,"Providence County, Rhode Island",44,007
48479,"Bristol County, Rhode Island",44,001
125577,"Washington County, Rhode Island",44,009
17666,"Garrard County, Kentucky",21,079
35098,"Greenup County, Kentucky",21,089
25069,"Grant County, Kentucky",21,081
10941,"Green County, Kentucky",21,087
8722,"Hancock County, Kentucky",21,091
26010,"Harlan County, Kentucky",21,095
110958,"Hardin County, Kentucky",21,093
14581,"Fleming County, Kentucky",21,069
7517,"Elliott County, Kentucky",21,063
93584,"Campbell County, Kentucky",21,037
26797,"Carter County, Kentucky",21,043
766757,"Jefferson County, Kentucky",21,111
14398,"Larue County, Kentucky",21,123
27102,"Logan County, Kentucky",21,141
24549,"Lincoln County, Kentucky",21,137
17070,"Mason County, Kentucky",21,161
11195,"Martin County, Kentucky",21,159
9207,"McLean County, Kentucky",21,149
21933,"Mercer County, Kentucky",21,167
10650,"Monroe County, Kentucky",21,171
12095,"Washington County, Kentucky",21,229
12500,"Bath County, Kentucky",21,011
7888,"Ballard County, Kentucky",21,007
44249,"Barren County, Kentucky",21,009
30060,"Boyle County, Kentucky",21,021
14381,"Union County, Kentucky",21,225
12942,"Webster County, Kentucky",21,233
12747,"Caldwell County, Kentucky",21,033
39001,"Calloway County, Kentucky",21,035
26427,"Grayson County, Kentucky",21,085
45210,"Henderson County, Kentucky",21,101
16126,"Henry County, Kentucky",21,103
44686,"Hopkins County, Kentucky",21,107
13329,"Jackson County, Kentucky",21,109
60813,"Laurel County, Kentucky",21,125
31100,"Marshall County, Kentucky",21,157
28572,"Meade County, Kentucky",21,163
28157,"Montgomery County, Kentucky",21,173
7269,"Nicholas County, Kentucky",21,181
12359,"Powell County, Kentucky",21,197
2108,"Robertson County, Kentucky",21,201
14590,"Pendleton County, Kentucky",21,191
23994,"Ohio County, Kentucky",21,183
17923,"Russell County, Kentucky",21,207
19351,"Spencer County, Kentucky",21,215
16159,"Casey County, Kentucky",21,045
70461,"Christian County, Kentucky",21,047
101511,"Daviess County, Kentucky",21,059
66799,"Oldham County, Kentucky",21,185
10901,"Owen County, Kentucky",21,187
16695,"Rockcastle County, Kentucky",21,203
57004,"Scott County, Kentucky",21,209
132896,"Warren County, Kentucky",21,227
21315,"Allen County, Kentucky",21,003
19788,"Bourbon County, Kentucky",21,017
46718,"Boyd County, Kentucky",21,019
81676,"Bullitt County, Kentucky",21,029
8806,"Crittenden County, Kentucky",21,055
323152,"Fayette County, Kentucky",21,067
5969,"Fulton County, Kentucky",21,075
22188,"Johnson County, Kentucky",21,115
14806,"Knott County, Kentucky",21,119
6489,"Menifee County, Kentucky",21,165
13309,"Morgan County, Kentucky",21,175
30622,"Muhlenberg County, Kentucky",21,177
25758,"Perry County, Kentucky",21,193
64979,"Pulaski County, Kentucky",21,199
7157,"Wolfe County, Kentucky",21,237
19901,"Clay County, Kentucky",21,051
19202,"Adair County, Kentucky",21,001
26032,"Bell County, Kentucky",21,013
12630,"Breathitt County, Kentucky",21,025
6614,"Cumberland County, Kentucky",21,057
37266,"Graves County, Kentucky",21,083
19035,"Hart County, Kentucky",21,099
7403,"Lee County, Kentucky",21,129
12879,"Butler County, Kentucky",21,031
8471,"Trimble County, Kentucky",21,223
12150,"Edmonson County, Kentucky",21,061
18886,"Harrison County, Kentucky",21,097
4380,"Hickman County, Kentucky",21,105
8303,"Bracken County, Kentucky",21,023
8210,"Lyon County, Kentucky",21,143
46233,"Nelson County, Kentucky",21,179
20333,"Wayne County, Kentucky",21,231
13275,"Lewis County, Kentucky",21,135
19273,"Marion County, Kentucky",21,155
14651,"Trigg County, Kentucky",21,221
26734,"Woodford County, Kentucky",21,239
133581,"Boone County, Kentucky",21,015
9877,"Leslie County, Kentucky",21,131
54115,"Jessamine County, Kentucky",21,113
31145,"Knox County, Kentucky",21,121
15317,"Lawrence County, Kentucky",21,127
21553,"Letcher County, Kentucky",21,133
9194,"Livingston County, Kentucky",21,139
65418,"McCracken County, Kentucky",21,145
57876,"Pike County, Kentucky",21,195
49024,"Shelby County, Kentucky",21,211
36264,"Whitley County, Kentucky",21,235
22747,"Anderson County, Kentucky",21,005
20477,"Breckinridge County, Kentucky",21,027
35589,"Floyd County, Kentucky",21,071
50991,"Franklin County, Kentucky",21,073
166998,"Kenton County, Kentucky",21,117
17231,"McCreary County, Kentucky",21,147
92987,"Madison County, Kentucky",21,151
12161,"Magoffin County, Kentucky",21,153
10071,"Metcalfe County, Kentucky",21,169
4415,"Owsley County, Kentucky",21,189
24460,"Rowan County, Kentucky",21,205
18572,"Simpson County, Kentucky",21,213
25769,"Taylor County, Kentucky",21,217
36263,"Clark County, Kentucky",21,049
12294,"Todd County, Kentucky",21,219
4760,"Carlisle County, Kentucky",21,039
10631,"Carroll County, Kentucky",21,041
10218,"Clinton County, Kentucky",21,053
14106,"Estill County, Kentucky",21,065
8869,"Gallatin County, Kentucky",21,077
130817,"Wood County, Ohio",39,173
53484,"Ashland County, Ohio",39,005
97241,"Ashtabula County, Ohio",39,007
22907,"Meigs County, Ohio",39,105
14508,"Morgan County, Ohio",39,115
115710,"Wayne County, Ohio",39,169
21772,"Wyandot County, Ohio",39,175
43432,"Brown County, Ohio",39,015
74266,"Erie County, Ohio",39,043
13085,"Vinton County, Ohio",39,163
157574,"Fairfield County, Ohio",39,045
38087,"Defiance County, Ohio",39,039
43161,"Highland County, Ohio",39,071
58988,"Union County, Ohio",39,159
91987,"Tuscarawas County, Ohio",39,157
38885,"Champaign County, Ohio",39,021
383134,"Butler County, Ohio",39,017
26914,"Carroll County, Ohio",39,019
206428,"Clermont County, Ohio",39,025
27772,"Pike County, Ohio",39,131
18672,"Paulding County, Ohio",39,125
168937,"Greene County, Ohio",39,057
1316756,"Franklin County, Ohio",39,049
817473,"Hamilton County, Ohio",39,061
75783,"Hancock County, Ohio",39,063
59463,"Lawrence County, Ohio",39,087
62322,"Knox County, Ohio",39,083
176862,"Licking County, Ohio",39,089
65093,"Marion County, Ohio",39,101
121154,"Richland County, Ohio",39,139
27006,"Henry County, Ohio",39,069
65325,"Jefferson County, Ohio",39,081
162466,"Portage County, Ohio",39,133
33861,"Putnam County, Ohio",39,137
67006,"Belmont County, Ohio",39,013
41968,"Clinton County, Ohio",39,027
28525,"Fayette County, Ohio",39,047
36134,"Perry County, Ohio",39,127
58457,"Pickaway County, Ohio",39,129
45672,"Logan County, Ohio",39,091
44731,"Madison County, Ohio",39,097
541013,"Summit County, Ohio",39,153
86215,"Muskingum County, Ohio",39,119
58518,"Sandusky County, Ohio",39,143
48590,"Shelby County, Ohio",39,149
28275,"Van Wert County, Ohio",39,161
59911,"Washington County, Ohio",39,167
36692,"Williams County, Ohio",39,171
45656,"Auglaize County, Ohio",39,011
101883,"Columbiana County, Ohio",39,029
51113,"Darke County, Ohio",39,037
40525,"Ottawa County, Ohio",39,123
42126,"Fulton County, Ohio",39,051
31365,"Hardin County, Ohio",39,065
32413,"Jackson County, Ohio",39,079
29898,"Gallia County, Ohio",39,053
58266,"Huron County, Ohio",39,077
228683,"Mahoning County, Ohio",39,099
65327,"Athens County, Ohio",39,009
27698,"Adams County, Ohio",39,001
75314,"Scioto County, Ohio",39,145
179746,"Medina County, Ohio",39,103
428348,"Lucas County, Ohio",39,095
15040,"Harrison County, Ohio",39,067
35328,"Morrow County, Ohio",39,117
14424,"Noble County, Ohio",39,121
40882,"Preble County, Ohio",39,135
55178,"Seneca County, Ohio",39,147
370606,"Stark County, Ohio",39,151
102351,"Allen County, Ohio",39,003
36600,"Coshocton County, Ohio",39,031
41494,"Crawford County, Ohio",39,033
209177,"Delaware County, Ohio",39,041
93649,"Geauga County, Ohio",39,055
38875,"Guernsey County, Ohio",39,059
28264,"Hocking County, Ohio",39,073
230149,"Lake County, Ohio",39,085
41172,"Mercer County, Ohio",39,107
76666,"Ross County, Ohio",39,141
134083,"Clark County, Ohio",39,023
1235072,"Cuyahoga County, Ohio",39,035
43960,"Holmes County, Ohio",39,075
309833,"Lorain County, Ohio",39,093
106987,"Miami County, Ohio",39,109
13654,"Monroe County, Ohio",39,111
531687,"Montgomery County, Ohio",39,113
197974,"Trumbull County, Ohio",39,155
234602,"Warren County, Ohio",39,165
5687,"Iron County, Wisconsin",55,051
34774,"Clark County, Wisconsin",55,019
90687,"St. Croix County, Wisconsin",55,109
50990,"Waupaca County, Wisconsin",55,135
16558,"Sawyer County, Wisconsin",55,113
171907,"Winnebago County, Wisconsin",55,139
45368,"Dunn County, Wisconsin",55,033
51439,"Grant County, Wisconsin",55,043
37930,"Oconto County, Wisconsin",55,083
945726,"Milwaukee County, Wisconsin",55,079
27593,"Lincoln County, Wisconsin",55,069
15574,"Marquette County, Wisconsin",55,077
40350,"Marinette County, Wisconsin",55,075
45244,"Barron County, Wisconsin",55,005
18913,"Green Lake County, Wisconsin",55,047
9004,"Forest County, Wisconsin",55,041
36960,"Green County, Wisconsin",55,045
13351,"Price County, Wisconsin",55,099
196311,"Racine County, Wisconsin",55,101
14178,"Rusk County, Wisconsin",55,107
40899,"Shawano County, Wisconsin",55,115
115340,"Sheboygan County, Wisconsin",55,117
19189,"Langlade County, Wisconsin",55,067
4556,"Menominee County, Wisconsin",55,078
187885,"Outagamie County, Wisconsin",55,087
13031,"Buffalo County, Wisconsin",55,011
57532,"Columbia County, Wisconsin",55,021
20434,"Kewaunee County, Wisconsin",55,061
118016,"La Crosse County, Wisconsin",55,063
264542,"Brown County, Wisconsin",55,009
104646,"Eau Claire County, Wisconsin",55,035
135692,"Marathon County, Wisconsin",55,073
35595,"Oneida County, Wisconsin",55,085
43783,"Polk County, Wisconsin",55,095
404198,"Waukesha County, Wisconsin",55,133
30822,"Vernon County, Wisconsin",55,123
29649,"Trempealeau County, Wisconsin",55,121
15720,"Washburn County, Wisconsin",55,129
87839,"Dodge County, Wisconsin",55,027
103868,"Walworth County, Wisconsin",55,127
22195,"Vilas County, Wisconsin",55,125
16131,"Crawford County, Wisconsin",55,023
26687,"Juneau County, Wisconsin",55,057
78981,"Manitowoc County, Wisconsin",55,071
64442,"Sauk County, Wisconsin",55,111
136034,"Washington County, Wisconsin",55,131
15414,"Burnett County, Wisconsin",55,013
64658,"Chippewa County, Wisconsin",55,017
546695,"Dane County, Wisconsin",55,025
27668,"Door County, Wisconsin",55,029
43150,"Douglas County, Wisconsin",55,031
103403,"Fond du Lac County, Wisconsin",55,039
20643,"Jackson County, Wisconsin",55,053
